"theta [deg]","phi [deg]","re(retheta) [v]","im(retheta) [v]","re(rephi) [v]","im(rephi) [v]"
"-90.00","25.00","1.121090435953370e+00","2.212331008104860e+00","-1.692905061152510e+00","4.281621673875240e-01"
"-89.95","25.00","1.145845048889600e+00","2.200505295351410e+00","-1.686425927507450e+00","4.501883980671140e-01"
"-89.90","25.00","1.170468981818780e+00","2.188394792817410e+00","-1.679661684658100e+00","4.721364924190060e-01"
"-89.85","25.00","1.194958858574560e+00","2.176000998082500e+00","-1.672613142314360e+00","4.940027952551390e-01"
"-89.80","25.00","1.219311320537470e+00","2.163325449951970e+00","-1.665281156758230e+00","5.157836585493840e-01"
"-89.75","25.00","1.243523027152600e+00","2.150369728248550e+00","-1.657666630796170e+00","5.374754420307140e-01"
"-89.70","25.00","1.267590656444680e+00","2.137135453597570e+00","-1.649770513704030e+00","5.590745137761960e-01"
"-89.65","25.00","1.291510905530540e+00","2.123624287205520e+00","-1.641593801164280e+00","5.805772508039220e-01"
"-89.60","25.00","1.315280491129030e+00","2.109837930631960e+00","-1.633137535195650e+00","6.019800396656660e-01"
"-89.55","25.00","1.338896150068090e+00","2.095778125554840e+00","-1.624402804075200e+00","6.232792770392380e-01"
"-89.50","25.00","1.362354639789050e+00","2.081446653529310e+00","-1.615390742252740e+00","6.444713703203800e-01"
"-89.45","25.00","1.385652738847950e+00","2.066845335740010e+00","-1.606102530257620e+00","6.655527382141330e-01"
"-89.40","25.00","1.408787247413860e+00","2.051976032746910e+00","-1.596539394597960e+00","6.865198113255540e-01"
"-89.35","25.00","1.431754987764130e+00","2.036840644224650e+00","-1.586702607652220e+00","7.073690327497500e-01"
"-89.30","25.00","1.454552804776460e+00","2.021441108695580e+00","-1.576593487553160e+00","7.280968586610080e-01"
"-89.25","25.00","1.477177566417650e+00","2.005779403256370e+00","-1.566213398064230e+00","7.486997589010810e-01"
"-89.20","25.00","1.499626164229060e+00","1.989857543298320e+00","-1.555563748448300e+00","7.691742175663320e-01"
"-89.15","25.00","1.521895513808600e+00","1.973677582221420e+00","-1.544645993328850e+00","7.895167335938860e-01"
"-89.10","25.00","1.543982555289220e+00","1.957241611142110e+00","-1.533461632543530e+00","8.097238213464411e-01"
"-89.05","25.00","1.565884253813780e+00","1.940551758594980e+00","-1.522012210990180e+00","8.297920111957801e-01"
"-89.00","25.00","1.587597600006270e+00","1.923610190228180e+00","-1.510299318465210e+00","8.497178501048930e-01"
"-88.95","25.00","1.609119610439230e+00","1.906419108492810e+00","-1.498324589494510e+00","8.694979022085350e-01"
"-88.90","25.00","1.630447328097350e+00","1.888980752326260e+00","-1.486089703156750e+00","8.891287493921740e-01"
"-88.85","25.00","1.651577822837140e+00","1.871297396829550e+00","-1.473596382899170e+00","9.086069918692060e-01"
"-88.80","25.00","1.672508191842560e+00","1.853371352938680e+00","-1.460846396345880e+00","9.279292487563250e-01"
"-88.75","25.00","1.693235560076630e+00","1.835204967090110e+00","-1.447841555098590e+00","9.470921586470470e-01"
"-88.70","25.00","1.713757080728840e+00","1.816800620880380e+00","-1.434583714529940e+00","9.660923801831200e-01"
"-88.65","25.00","1.734069935658340e+00","1.798160730719920e+00","-1.421074773569360e+00","9.849265926238721e-01"
"-88.60","25.00","1.754171335832740e+00","1.779287747481170e+00","-1.407316674481400e+00","1.003591496413310e+00"
"-88.55","25.00","1.774058521762620e+00","1.760184156140940e+00","-1.393311402636750e+00","1.022083813744920e+00"
"-88.50","25.00","1.793728763931520e+00","1.740852475417160e+00","-1.379060986275820e+00","1.040400289124060e+00"
"-88.45","25.00","1.813179363221390e+00","1.721295257400050e+00","-1.364567496264950e+00","1.058537689927830e+00"
"-88.40","25.00","1.832407651333390e+00","1.701515087177860e+00","-1.349833045845280e+00","1.076492806962280e+00"
"-88.35","25.00","1.851410991204060e+00","1.681514582456950e+00","-1.334859790374280e+00","1.094262455017060e+00"
"-88.30","25.00","1.870186777416690e+00","1.661296393176680e+00","-1.319649927060070e+00","1.111843473417050e+00"
"-88.25","25.00","1.888732436607830e+00","1.640863201118820e+00","-1.304205694688380e+00","1.129232726571300e+00"
"-88.20","25.00","1.907045427868950e+00","1.620217719511800e+00","-1.288529373342350e+00","1.146427104518840e+00"
"-88.15","25.00","1.925123243143070e+00","1.599362692629570e+00","-1.272623284115120e+00","1.163423523471430e+00"
"-88.10","25.00","1.942963407616390e+00","1.578300895385510e+00","-1.256489788815260e+00","1.180218926353160e+00"
"-88.05","25.00","1.960563480104710e+00","1.557035132921150e+00","-1.240131289665090e+00","1.196810283336670e+00"
"-88.00","25.00","1.977921053434780e+00","1.535568240189820e+00","-1.223550228991880e+00","1.213194592376120e+00"
"-87.95","25.00","1.995033754820370e+00","1.513903081535470e+00","-1.206749088911990e+00","1.229368879736570e+00"
"-87.90","25.00","2.011899246232930e+00","1.492042550266500e+00","-1.189730391008100e+00","1.245330200519910e+00"
"-87.85","25.00","2.028515224767020e+00","1.469989568224820e+00","-1.172496695999310e+00","1.261075639186960e+00"
"-87.80","25.00","2.044879423000110e+00","1.447747085350210e+00","-1.155050603404500e+00","1.276602310075990e+00"
"-87.75","25.00","2.060989609347070e+00","1.425318079239830e+00","-1.137394751198590e+00","1.291907357917300e+00"
"-87.70","25.00","2.076843588408920e+00","1.402705554703320e+00","-1.119531815462140e+00","1.306987958343850e+00"
"-87.65","25.00","2.092439201316020e+00","1.379912543313260e+00","-1.101464510024050e+00","1.321841318397950e+00"
"-87.60","25.00","2.107774326065600e+00","1.356942102951190e+00","-1.083195586097590e+00","1.336464677033690e+00"
"-87.55","25.00","2.122846877853410e+00","1.333797317349250e+00","-1.064727831909610e+00","1.350855305615270e+00"
"-87.50","25.00","2.137654809399720e+00","1.310481295627440e+00","-1.046064072323210e+00","1.365010508410980e+00"
"-87.45","25.00","2.152196111269290e+00","1.286997171826750e+00","-1.027207168453760e+00","1.378927623082800e+00"
"-87.40","25.00","2.166468812185540e+00","1.263348104438050e+00","-1.008160017278350e+00","1.392604021171510e+00"
"-87.35","25.00","2.180470979338650e+00","1.239537275926930e+00","-9.889255512388010e-01","1.406037108577200e+00"
"-87.30","25.00","2.194200718687660e+00","1.215567892254470e+00","-9.695067378381660e-01","1.419224326035210e+00"
"-87.25","25.00","2.207656175256480e+00","1.191443182394180e+00","-9.499065792308690e-01","1.432163149587210e+00"
"-87.20","25.00","2.220835533423730e+00","1.167166397844950e+00","-9.301281118065200e-01","1.444851091047580e+00"
"-87.15","25.00","2.233737017206390e+00","1.142740812140440e+00","-9.101744057674570e-01","1.457285698464710e+00"
"-87.10","25.00","2.246358890537220e+00","1.118169720354480e+00","-8.900485647000330e-01","1.469464556577460e+00"
"-87.05","25.00","2.258699457535890e+00","1.093456438603170e+00","-8.697537251398020e-01","1.481385287266410e+00"
"-87.00","25.00","2.270757062773720e+00","1.068604303543220e+00","-8.492930561305420e-01","1.493045550000070e+00"
"-86.95","25.00","2.282530091532050e+00","1.043616671866990e+00","-8.286697587773399e-01","1.504443042275630e+00"
"-86.90","25.00","2.294016970054210e+00","1.018496919794040e+00","-8.078870657935840e-01","1.515575500054650e+00"
"-86.85","25.00","2.305216165790950e+00","9.932484425595360e-01","-7.869482410421480e-01","1.526440698193090e+00"
"-86.80","25.00","2.316126187639340e+00","9.678746538993550e-01","-7.658565790707050e-01","1.537036450865970e+00"
"-86.75","25.00","2.326745586175150e+00","9.423789855321441e-01","-7.446154046412550e-01","1.547360611986410e+00"
"-86.70","25.00","2.337072953878620e+00","9.167648866383010e-01","-7.232280722539500e-01","1.557411075619080e+00"
"-86.65","25.00","2.347106925353460e+00","8.910358233360720e-01","-7.016979656652840e-01","1.567185776387800e+00"
"-86.60","25.00","2.356846177539330e+00","8.651952781547499e-01","-6.800284974007180e-01","1.576682689877470e+00"
"-86.55","25.00","2.366289429917450e+00","8.392467495051920e-01","-6.582231082618500e-01","1.585899833029940e+00"
"-86.50","25.00","2.375435444709510e+00","8.131937511475140e-01","-6.362852668280480e-01","1.594835264534130e+00"
"-86.45","25.00","2.384283027069760e+00","7.870398116563470e-01","-6.142184689528510e-01","1.603487085209920e+00"
"-86.40","25.00","2.392831025270280e+00","7.607884738835030e-01","-5.920262372550230e-01","1.611853438386060e+00"
"-86.35","25.00","2.401078330879300e+00","7.344432944182960e-01","-5.697121206044510e-01","1.619932510271810e+00"
"-86.30","25.00","2.409023878932730e+00","7.080078430454810e-01","-5.472796936028780e-01","1.627722530322370e+00"
"-86.25","25.00","2.416666648098700e+00","6.814857022009870e-01","-5.247325560595880e-01","1.635221771598040e+00"
"-86.20","25.00","2.424005660835080e+00","6.548804664255280e-01","-5.020743324621550e-01","1.642428551116820e+00"
"-86.15","25.00","2.431039983540080e+00","6.281957418161820e-01","-4.793086714422780e-01","1.649341230200720e+00"
"-86.10","25.00","2.437768726695830e+00","6.014351454759200e-01","-4.564392452367920e-01","1.655958214815480e+00"
"-86.05","25.00","2.444191045004850e+00","5.746023049614220e-01","-4.334697491439990e-01","1.662277955903600e+00"
"-86.00","25.00","2.450306137519490e+00","5.477008577289560e-01","-4.104039009752600e-01","1.668298949710860e+00"
"-85.95","25.00","2.456113247764270e+00","5.207344505787320e-01","-3.872454405021310e-01","1.674019738106010e+00"
"-85.90","25.00","2.461611663851060e+00","4.937067390975350e-01","-3.639981288989280e-01","1.679438908893680e+00"
"-85.85","25.00","2.466800718587190e+00","4.666213870999560e-01","-3.406657481809310e-01","1.684555096120460e+00"
"-85.80","25.00","2.471679789576350e+00","4.394820660682230e-01","-3.172521006383140e-01","1.689366980374050e+00"
"-85.75","25.00","2.476248299312290e+00","4.122924545906510e-01","-2.937610082657740e-01","1.693873289075440e+00"
"-85.70","25.00","2.480505715265360e+00","3.850562377989380e-01","-2.701963121880480e-01","1.698072796763990e+00"
"-85.65","25.00","2.484451549961820e+00","3.577771068043460e-01","-2.465618720814300e-01","1.701964325375570e+00"
"-85.60","25.00","2.488085361055960e+00","3.304587581328320e-01","-2.228615655912580e-01","1.705546744513350e+00"
"-85.55","25.00","2.491406751394860e+00","3.031048931593170e-01","-1.990992877456050e-01","1.708818971711540e+00"
"-85.50","25.00","2.494415369076040e+00","2.757192175409880e-01","-1.752789503650800e-01","1.711779972691780e+00"
"-85.45","25.00","2.497110907497730e+00","2.483054406500060e-01","-1.514044814690610e-01","1.714428761612240e+00"
"-85.40","25.00","2.499493105401930e+00","2.208672750054940e-01","-1.274798246782420e-01","1.716764401309360e+00"
"-85.35","25.00","2.501561746910150e+00","1.934084357049810e-01","-1.035089386137190e-01","1.718786003532160e+00"
"-85.30","25.00","2.503316661551870e+00","1.659326398554730e-01","-7.949579629268851e-02","1.720492729169040e+00"
"-85.25","25.00","2.504757724285670e+00","1.384436060040090e-01","-5.544438452073380e-02","1.721883788467190e+00"
"-85.20","25.00","2.505884855513100e+00","1.109450535681110e-01","-3.135870328098640e-02","1.722958441244210e+00"
"-85.15","25.00","2.506698021085210e+00","8.344070226602940e-02","-7.242765120143900e-03","1.723715997092380e+00"
"-85.10","25.00","2.507197232301800e+00","5.593427154684710e-02","1.689940546859700e-02","1.724155815575030e+00"
"-85.05","25.00","2.507382545903280e+00","2.842948002072660e-02","4.106377266546130e-02","1.724277306415380e+00"
"-85.00","25.00","2.507254064055330e+00","9.300448891719001e-04","6.524628994692330e-02","1.724079929677540e+00"
"-84.95","25.00","2.506811934326180e+00","-2.656031862440850e-02","8.944290071122910e-02","1.723563195939770e+00"
"-84.90","25.00","2.506056349656550e+00","-5.403789784384170e-02","1.136495389065470e-01","1.722726666459870e+00"
"-84.85","25.00","2.504987548322410e+00","-8.149898320897990e-02","1.378621296617080e-01","1.721569953332730e+00"
"-84.80","25.00","2.503605813890270e+00","-1.089398688438700e-01","1.620765899193240e-01","1.720092719639990e+00"
"-84.75","25.00","2.501911475165370e+00","-1.363568531244490e-01","1.862888290713030e-01","1.718294679591730e+00"
"-84.70","25.00","2.499904906132390e+00","-1.637462392453810e-01","2.104947495965180e-01","1.716175598660170e+00"
"-84.65","25.00","2.497586525889060e+00","-1.911043357863030e-01","2.346902477007310e-01","1.713735293705440e+00"
"-84.60","25.00","2.494956798572390e+00","-2.184274572769900e-01","2.588712139584460e-01","1.710973633093200e+00"
"-84.55","25.00","2.492016233277690e+00","-2.457119247616380e-01","2.830335339567190e-01","1.707890536804270e+00"
"-84.50","25.00","2.488765383970360e+00","-2.729540663620230e-01","3.071730889408210e-01","1.704485976536120e+00"
"-84.45","25.00","2.485204849390430e+00","-3.001502178395490e-01","3.312857564616240e-01","1.700759975796210e+00"
"-84.40","25.00","2.481335272949930e+00","-3.272967231559330e-01","3.553674110245650e-01","1.696712609987260e+00"
"-84.35","25.00","2.477157342623000e+00","-3.543899350326010e-01","3.794139247401840e-01","1.692344006484190e+00"
"-84.30","25.00","2.472671790828910e+00","-3.814262155085380e-01","4.034211679759930e-01","1.687654344703020e+00"
"-84.25","25.00","2.467879394307870e+00","-4.084019364967260e-01","4.273850100097630e-01","1.682643856161380e+00"
"-84.20","25.00","2.462780973989720e+00","-4.353134803387840e-01","4.513013196839120e-01","1.677312824530870e+00"
"-84.15","25.00","2.457377394855480e+00","-4.621572403579580e-01","4.751659660610410e-01","1.671661585681140e+00"
"-84.10","25.00","2.451669565791930e+00","-4.889296214102240e-01","4.989748190804200e-01","1.665690527715600e+00"
"-84.05","25.00","2.445658439438920e+00","-5.156270404335100e-01","5.227237502153940e-01","1.659400090998920e+00"
"-84.00","25.00","2.439345012029860e+00","-5.422459269948821e-01","5.464086331315690e-01","1.652790768176130e+00"
"-83.95","25.00","2.432730323225030e+00","-5.687827238356000e-01","5.700253443456180e-01","1.645863104183430e+00"
"-83.90","25.00","2.425815455938030e+00","-5.952338874139580e-01","5.935697638846830e-01","1.638617696250610e+00"
"-83.85","25.00","2.418601536155160e+00","-6.215958884459090e-01","6.170377759462460e-01","1.631055193895090e+00"
"-83.80","25.00","2.411089732747990e+00","-6.478652124431750e-01","6.404252695582900e-01","1.623176298907690e+00"
"-83.75","25.00","2.403281257279000e+00","-6.740383602490170e-01","6.637281392397780e-01","1.614981765329850e+00"
"-83.70","25.00","2.395177363800290e+00","-7.001118485712970e-01","6.869422856611770e-01","1.606472399422590e+00"
"-83.65","25.00","2.386779348645560e+00","-7.260822105130230e-01","7.100636163050890e-01","1.597649059627010e+00"
"-83.60","25.00","2.378088550215320e+00","-7.519459961000430e-01","7.330880461267200e-01","1.588512656516410e+00"
"-83.55","25.00","2.369106348755190e+00","-7.776997728059100e-01","7.560114982141910e-01","1.579064152739970e+00"
"-83.50","25.00","2.359834166127730e+00","-8.033401260738881e-01","7.788299044485590e-01","1.569304562958090e+00"
"-83.45","25.00","2.350273465577320e+00","-8.288636598359020e-01","8.015392061634100e-01","1.559234953769210e+00"
"-83.40","25.00","2.340425751488680e+00","-8.542669970283830e-01","8.241353548039340e-01","1.548856443628330e+00"
"-83.35","25.00","2.330292569138570e+00","-8.795467801049390e-01","8.466143125853630e-01","1.538170202757060e+00"
"-83.30","25.00","2.319875504441110e+00","-9.046996715457050e-01","8.689720531506619e-01","1.527177453045280e+00"
"-83.25","25.00","2.309176183686460e+00","-9.297223543634560e-01","8.912045622274400e-01","1.515879467944430e+00"
"-83.20","25.00","2.298196273273150e+00","-9.546115326061499e-01","9.133078382838250e-01","1.504277572352350e+00"
"-83.15","25.00","2.286937479433910e+00","-9.793639318559950e-01","9.352778931833140e-01","1.492373142489800e+00"
"-83.10","25.00","2.275401547955190e+00","-1.003976299724890e+00","9.571107528384460e-01","1.480167605768570e+00"
"-83.05","25.00","2.263590263890350e+00","-1.028445406346210e+00","9.788024578632030e-01","1.467662440651240e+00"
"-83.00","25.00","2.251505451266550e+00","-1.052768044862740e+00","1.000349064224010e+00","1.454859176502580e+00"
"-82.95","25.00","2.239148972785430e+00","-1.076941031910850e+00","1.021746643889250e+00","1.441759393432590e+00"
"-82.90","25.00","2.226522729517690e+00","-1.100961208100630e+00","1.042991285477160e+00","1.428364722131310e+00"
"-82.85","25.00","2.213628660591420e+00","-1.124825438492020e+00","1.064079094902040e+00","1.414676843695220e+00"
"-82.80","25.00","2.200468742874520e+00","-1.148530613066940e+00","1.085006196018570e+00","1.400697489445380e+00"
"-82.75","25.00","2.187044990651010e+00","-1.172073647197100e+00","1.105768731264340e+00","1.386428440737370e+00"
"-82.70","25.00","2.173359455291410e+00","-1.195451482107640e+00","1.126362862300180e+00","1.371871528762880e+00"
"-82.65","25.00","2.159414224917270e+00","-1.218661085336420e+00","1.146784770648470e+00","1.357028634343160e+00"
"-82.60","25.00","2.145211424059790e+00","-1.241699451188860e+00","1.167030658329140e+00","1.341901687714220e+00"
"-82.55","25.00","2.130753213312790e+00","-1.264563601188340e+00","1.187096748493320e+00","1.326492668303870e+00"
"-82.50","25.00","2.116041788979770e+00","-1.287250584522010e+00","1.206979286054550e+00","1.310803604500620e+00"
"-82.45","25.00","2.101079382715520e+00","-1.309757478481960e+00","1.226674538317430e+00","1.294836573414480e+00"
"-82.40","25.00","2.085868261162000e+00","-1.332081388901700e+00","1.246178795603500e+00","1.278593700629560e+00"
"-82.35","25.00","2.070410725578730e+00","-1.354219450587840e+00","1.265488371874540e+00","1.262077159948770e+00"
"-82.30","25.00","2.054709111467730e+00","-1.376168827746920e+00","1.284599605352710e+00","1.245289173130380e+00"
"-82.25","25.00","2.038765788193070e+00","-1.397926714407260e+00","1.303508859138000e+00","1.228232009616600e+00"
"-82.20","25.00","2.022583158595010e+00","-1.419490334835970e+00","1.322212521822310e+00","1.210907986254250e+00"
"-82.15","25.00","2.006163658598940e+00","-1.440856943950670e+00","1.340707008100570e+00","1.193319467007440e+00"
"-82.10","25.00","1.989509756819130e+00","-1.462023827726300e+00","1.358988759378400e+00","1.175468862662410e+00"
"-82.05","25.00","1.972623954157290e+00","-1.482988303596510e+00","1.377054244376400e+00","1.157358630524520e+00"
"-82.00","25.00","1.955508783396100e+00","-1.503747720850000e+00","1.394899959731000e+00","1.138991274107400e+00"
"-81.95","25.00","1.938166808787740e+00","-1.524299461021380e+00","1.412522430591630e+00","1.120369342814360e+00"
"-81.90","25.00","1.920600625637530e+00","-1.544640938276670e+00","1.429918211214240e+00","1.101495431612090e+00"
