"theta [deg]","phi [deg]","re(retheta) [v]","im(retheta) [v]","re(rephi) [v]","im(rephi) [v]"
"-90.00","51.00","3.497399292380680e-01","1.669113646527040e+00","-1.658787574714570e+00","3.739775505476200e-02"
"-89.95","51.00","3.705841625950150e-01","1.663596731506010e+00","-1.657315408379700e+00","5.906412564011560e-02"
"-89.90","51.00","3.913578292179730e-01","1.657820475011550e+00","-1.655563493201160e+00","8.071531898088780e-02"
"-89.85","51.00","4.120576999176880e-01","1.651785694939840e+00","-1.653531847112940e+00","1.023477710906040e-01"
"-89.80","51.00","4.326805544126720e-01","1.645493249656950e+00","-1.651220533051070e+00","1.239579151002920e-01"
"-89.75","51.00","4.532231818422860e-01","1.638944037906840e+00","-1.648629659035120e+00","1.455421818251360e-01"
"-89.70","51.00","4.736823812788530e-01","1.632138998712840e+00","-1.645759378242570e+00","1.670970003326630e-01"
"-89.65","51.00","4.940549622388440e-01","1.625079111272510e+00","-1.642609889075900e+00","1.886187985125490e-01"
"-89.60","51.00","5.143377451929830e-01","1.617765394845940e+00","-1.639181435222580e+00","2.101040036478400e-01"
"-89.55","51.00","5.345275620752250e-01","1.610198908637430e+00","-1.635474305707730e+00","2.315490429875740e-01"
"-89.50","51.00","5.546212567905040e-01","1.602380751670660e+00","-1.631488834939550e+00","2.529503443206710e-01"
"-89.45","51.00","5.746156857211510e-01","1.594312062657190e+00","-1.627225402747520e+00","2.743043365509840e-01"
"-89.40","51.00","5.945077182318950e-01","1.585994019858600e+00","-1.622684434413150e+00","2.956074502734340e-01"
"-89.35","51.00","6.142942371734220e-01","1.577427840941900e+00","-1.617866400693530e+00","3.168561183511990e-01"
"-89.30","51.00","6.339721393842940e-01","1.568614782828620e+00","-1.612771817837450e+00","3.380467764936970e-01"
"-89.25","51.00","6.535383361912810e-01","1.559556141537210e+00","-1.607401247594180e+00","3.591758638355060e-01"
"-89.20","51.00","6.729897539078410e-01","1.550253252019160e+00","-1.601755297214850e+00","3.802398235158350e-01"
"-89.15","51.00","6.923233343309080e-01","1.540707487988520e+00","-1.595834619446380e+00","4.012351032587870e-01"
"-89.10","51.00","7.115360352356360e-01","1.530920261745020e+00","-1.589639912518060e+00","4.221581559539990e-01"
"-89.05","51.00","7.306248308681870e-01","1.520893023990800e+00","-1.583171920120650e+00","4.430054402377600e-01"
"-89.00","51.00","7.495867124364550e-01","1.510627263640720e+00","-1.576431431378010e+00","4.637734210744690e-01"
"-88.95","51.00","7.684186885985870e-01","1.500124507626310e+00","-1.569419280811290e+00","4.844585703383100e-01"
"-88.90","51.00","7.871177859492580e-01","1.489386320693380e+00","-1.562136348295640e+00","5.050573673950480e-01"
"-88.85","51.00","8.056810495036080e-01","1.478414305193260e+00","-1.554583559009440e+00","5.255662996838970e-01"
"-88.80","51.00","8.241055431787170e-01","1.467210100867850e+00","-1.546761883376050e+00","5.459818632992500e-01"
"-88.75","51.00","8.423883502726640e-01","1.455775384628300e+00","-1.538672336998010e+00","5.663005635723830e-01"
"-88.70","51.00","8.605265739409000e-01","1.444111870327490e+00","-1.530315980583780e+00","5.865189156527780e-01"
"-88.65","51.00","8.785173376699910e-01","1.432221308526370e+00","-1.521693919866950e+00","6.066334450891609e-01"
"-88.60","51.00","8.963577857486000e-01","1.420105486253990e+00","-1.512807305517990e+00","6.266406884100550e-01"
"-88.55","51.00","9.140450837356300e-01","1.407766226761540e+00","-1.503657333048380e+00","6.465371937038200e-01"
"-88.50","51.00","9.315764189254609e-01","1.395205389270170e+00","-1.494245242707340e+00","6.663195211980260e-01"
"-88.45","51.00","9.489490008101690e-01","1.382424868712790e+00","-1.484572319370950e+00","6.859842438380740e-01"
"-88.40","51.00","9.661600615386470e-01","1.369426595469830e+00","-1.474639892423840e+00","7.055279478649810e-01"
"-88.35","51.00","9.832068563726249e-01","1.356212535098980e+00","-1.464449335633310e+00","7.249472333922410e-01"
"-88.30","51.00","1.000086664139380e+00","1.342784688059000e+00","-1.454002067016000e+00","7.442387149816040e-01"
"-88.25","51.00","1.016796787681180e+00","1.329145089427580e+00","-1.443299548696990e+00","7.633990222177750e-01"
"-88.20","51.00","1.033334554301270e+00","1.315295808613350e+00","-1.432343286761500e+00","7.824248002818061e-01"
"-88.15","51.00","1.049697316206460e+00","1.301238949061990e+00","-1.421134831099050e+00","8.013127105232269e-01"
"-88.10","51.00","1.065882450946090e+00","1.286976647956620e+00","-1.409675775240160e+00","8.200594310306870e-01"
"-88.05","51.00","1.081887361847350e+00","1.272511075912390e+00","-1.397967756185580e+00","8.386616572010640e-01"
"-88.00","51.00","1.097709478446970e+00","1.257844436665390e+00","-1.386012454228130e+00","8.571161023069930e-01"
"-87.95","51.00","1.113346256919060e+00","1.242978966755820e+00","-1.373811592767030e+00","8.754194980626250e-01"
"-87.90","51.00","1.128795180499120e+00","1.227916935205650e+00","-1.361366938114860e+00","8.935685951875610e-01"
"-87.85","51.00","1.144053759904040e+00","1.212660643190640e+00","-1.348680299297080e+00","9.115601639688790e-01"
"-87.80","51.00","1.159119533748200e+00","1.197212423706870e+00","-1.335753527844280e+00","9.293909948210890e-01"
"-87.75","51.00","1.173990068955430e+00","1.181574641231790e+00","-1.322588517576870e+00","9.470578988440590e-01"
"-87.70","51.00","1.188662961166770e+00","1.165749691379820e+00","-1.309187204382600e+00","9.645577083786290e-01"
"-87.65","51.00","1.203135835144060e+00","1.149740000552660e+00","-1.295551565986700e+00","9.818872775599680e-01"
"-87.60","51.00","1.217406345169200e+00","1.133548025584190e+00","-1.281683621714700e+00","9.990434828684750e-01"
"-87.55","51.00","1.231472175439040e+00","1.117176253380180e+00","-1.267585432248000e+00","1.016023223678200e+00"
"-87.50","51.00","1.245331040455830e+00","1.100627200552770e+00","-1.253259099372190e+00","1.032823422802670e+00"
"-87.45","51.00","1.258980685413130e+00","1.083903413049750e+00","-1.238706765718140e+00","1.049441027037960e+00"
"-87.40","51.00","1.272418886577160e+00","1.067007465778870e+00","-1.223930614495930e+00","1.065873007703010e+00"
"-87.35","51.00","1.285643451663490e+00","1.049941962226950e+00","-1.208932869221550e+00","1.082116361177010e+00"
"-87.30","51.00","1.298652220208990e+00","1.032709534074180e+00","-1.193715793436550e+00","1.098168109433840e+00"
"-87.25","51.00","1.311443063939040e+00","1.015312840803320e+00","-1.178281690420550e+00","1.114025300573390e+00"
"-87.20","51.00","1.324013887129820e+00","9.977545693042230e-01","-1.162632902896630e+00","1.129685009349700e+00"
"-87.15","51.00","1.336362626965720e+00","9.800374334734420e-01","-1.146771812729850e+00","1.145144337695800e+00"
"-87.10","51.00","1.348487253891800e+00","9.621641738091200e-01","-1.130700840618570e+00","1.160400415245250e+00"
"-87.05","51.00","1.360385771961070e+00","9.441375570012610e-01","-1.114422445778970e+00","1.175450399850130e+00"
"-87.00","51.00","1.372056219176840e+00","9.259603755173080e-01","-1.097939125622570e+00","1.190291478095570e+00"
"-86.95","51.00","1.383496667829750e+00","9.076354471832930e-01","-1.081253415426940e+00","1.204920865810460e+00"
"-86.90","51.00","1.394705224829610e+00","8.891656147603720e-01","-1.064367887999480e+00","1.219335808574680e+00"
"-86.85","51.00","1.405680032032020e+00","8.705537455170560e-01","-1.047285153334470e+00","1.233533582222190e+00"
"-86.80","51.00","1.416419266559460e+00","8.518027307970680e-01","-1.030007858263370e+00","1.247511493340460e+00"
"-86.75","51.00","1.426921141117150e+00","8.329154855829110e-01","-1.012538686098390e+00","1.261266879765660e+00"
"-86.70","51.00","1.437183904303350e+00","8.138949480552300e-01","-9.948803562694289e-01","1.274797111073940e+00"
"-86.65","51.00","1.447205840914080e+00","7.947440791480540e-01","-9.770356239543380e-01","1.288099589068330e+00"
"-86.60","51.00","1.456985272242390e+00","7.754658620999590e-01","-9.590072797026949e-01","1.301171748261510e+00"
"-86.55","51.00","1.466520556371840e+00","7.560633020012750e-01","-9.407981490530590e-01","1.314011056354040e+00"
"-86.50","51.00","1.475810088464410e+00","7.365394253372850e-01","-9.224110921436890e-01","1.326615014708290e+00"
"-86.45","51.00","1.484852301042570e+00","7.168972795276660e-01","-9.038490033169340e-01","1.338981158817690e+00"
"-86.40","51.00","1.493645664265610e+00","6.971399324620990e-01","-8.851148107172300e-01","1.351107058771390e+00"
"-86.35","51.00","1.502188686200060e+00","6.772704720322150e-01","-8.662114758828060e-01","1.362990319714180e+00"
"-86.30","51.00","1.510479913084270e+00","6.572920056598890e-01","-8.471419933311400e-01","1.374628582301620e+00"
"-86.25","51.00","1.518517929586990e+00","6.372076598219720e-01","-8.279093901382180e-01","1.386019523150230e+00"
"-86.20","51.00","1.526301359059990e+00","6.170205795715920e-01","-8.085167255116730e-01","1.397160855282730e+00"
"-86.15","51.00","1.533828863784560e+00","5.967339280560390e-01","-7.889670903578760e-01","1.408050328568200e+00"
"-86.10","51.00","1.541099145212000e+00","5.763508860312940e-01","-7.692636068429700e-01","1.418685730157080e+00"
"-86.05","51.00","1.548110944197920e+00","5.558746513734060e-01","-7.494094279479890e-01","1.429064884910950e+00"
"-86.00","51.00","1.554863041230370e+00","5.353084385865930e-01","-7.294077370180860e-01","1.439185655827000e+00"
"-85.95","51.00","1.561354256651730e+00","5.146554783083810e-01","-7.092617473059440e-01","1.449045944457100e+00"
"-85.90","51.00","1.567583450874340e+00","4.939190168116350e-01","-6.889747015094060e-01","1.458643691321370e+00"
"-85.85","51.00","1.573549524589830e+00","4.731023155037430e-01","-6.685498713034470e-01","1.467976876316250e+00"
"-85.80","51.00","1.579251418972050e+00","4.522086504229560e-01","-6.479905568665359e-01","1.477043519116850e+00"
"-85.75","51.00","1.584688115873680e+00","4.312413117319260e-01","-6.273000864013850e-01","1.485841679573720e+00"
"-85.70","51.00","1.589858638016350e+00","4.102036032085940e-01","-6.064818156502620e-01","1.494369458103680e+00"
"-85.65","51.00","1.594762049174340e+00","3.890988417345140e-01","-5.855391274048840e-01","1.502624996074920e+00"
"-85.60","51.00","1.599397454351730e+00","3.679303567806280e-01","-5.644754310109540e-01","1.510606476186060e+00"
"-85.55","51.00","1.603763999953040e+00","3.467014898906830e-01","-5.432941618674810e-01","1.518312122839290e+00"
"-85.50","51.00","1.607860873947330e+00","3.254155941621950e-01","-5.219987809207970e-01","1.525740202507330e+00"
"-85.45","51.00","1.611687306025620e+00","3.040760337252870e-01","-5.005927741535610e-01","1.532889024094310e+00"
"-85.40","51.00","1.615242567751750e+00","2.826861832192840e-01","-4.790796520686800e-01","1.539756939290350e+00"
"-85.35","51.00","1.618525972706570e+00","2.612494272672370e-01","-4.574629491682360e-01","1.546342342919960e+00"
"-85.30","51.00","1.621536876625340e+00","2.397691599485110e-01","-4.357462234275940e-01","1.552643673283900e+00"
"-85.25","51.00","1.624274677528560e+00","2.182487842693470e-01","-4.139330557646030e-01","1.558659412494730e+00"
"-85.20","51.00","1.626738815845930e+00","1.966917116317190e-01","-3.920270495041320e-01","1.564388086805840e+00"
"-85.15","51.00","1.628928774533600e+00","1.751013613004150e-01","-3.700318298379770e-01","1.569828266933870e+00"
"-85.10","51.00","1.630844079184570e+00","1.534811598684460e-01","-3.479510432800930e-01","1.574978568374490e+00"
"-85.05","51.00","1.632484298132350e+00","1.318345407209580e-01","-3.257883571174890e-01","1.579837651711530e+00"
"-85.00","51.00","1.633849042547690e+00","1.101649434976110e-01","-3.035474588565740e-01","1.584404222919300e+00"
"-84.95","51.00","1.634937966528490e+00","8.847581355363150e-02","-2.812320556652910e-01","1.588677033658080e+00"
"-84.90","51.00","1.635750767182810e+00","6.677060141956470e-02","-2.588458738109710e-01","1.592654881562790e+00"
"-84.85","51.00","1.636287184704990e+00","4.505276225979490e-02","-2.363926580940310e-01","1.596336610524610e+00"
"-84.80","51.00","1.636547002444870e+00","2.332575533001120e-02","-2.138761712776680e-01","1.599721110965650e+00"
"-84.75","51.00","1.636530046969990e+00","1.593043433588000e-03","-1.913001935134870e-01","1.602807320106590e+00"
"-84.70","51.00","1.636236188120960e+00","-2.014190762286770e-02","-1.686685217633740e-01","1.605594222227110e+00"
"-84.65","51.00","1.635665339059730e+00","-4.187562957493550e-02","-1.459849692174260e-01","1.608080848919190e+00"
"-84.60","51.00","1.634817456311010e+00","-6.360465224643939e-02","-1.232533647082970e-01","1.610266279333210e+00"
"-84.55","51.00","1.633692539796620e+00","-8.532550409619390e-02","-1.004775521218870e-01","1.612149640416700e+00"
"-84.50","51.00","1.632290632862870e+00","-1.070347127653370e-01","-7.766138980451009e-02","1.613730107145810e+00"
"-84.45","51.00","1.630611822300900e+00","-1.287288056251260e-01","-5.480874996661930e-02","1.615006902749310e+00"
"-84.40","51.00","1.628656238360070e+00","-1.504043103251010e-01","-3.192351808322800e-02","1.615979298925290e+00"
"-84.35","51.00","1.626424054754240e+00","-1.720577553415590e-01","-9.009592291059101e-03","1.616646616050180e+00"
"-84.30","51.00","1.623915488661120e+00","-1.936856705261780e-01","1.392911721738150e-02","1.617008223380450e+00"
"-84.25","51.00","1.621130800714480e+00","-2.152845876548480e-01","3.688868880291360e-02","1.617063539246540e+00"
"-84.20","51.00","1.618070294989430e+00","-2.368510409764140e-01","5.986518999161710e-02","1.616812031239270e+00"
"-84.15","51.00","1.614734318980600e+00","-2.583815677613990e-01","8.285467808969620e-02","1.616253216388590e+00"
"-84.10","51.00","1.611123263573270e+00","-2.798727088505240e-01","1.058532008010620e-01","1.615386661334520e+00"
"-84.05","51.00","1.607237563007530e+00","-3.013210092030030e-01","1.288567968476100e-01","1.614211982490440e+00"
