"theta [deg]","phi [deg]","re(retheta) [v]","im(retheta) [v]","re(rephi) [v]","im(rephi) [v]"
"-90.00","40.00","6.172534986466760e-01","1.930981378732740e+00","-1.703624873057170e+00","2.440818245634610e-01"
"-89.95","40.00","6.401321724418511e-01","1.923392192490970e+00","-1.699875237231690e+00","2.662844603104820e-01"
"-89.90","40.00","6.629217569108870e-01","1.915528382113790e+00","-1.695839051659610e+00","2.884461193440500e-01"
"-89.85","40.00","6.856189075366680e-01","1.907390965698080e+00","-1.691516634244650e+00","3.105631479181900e-01"
"-89.80","40.00","7.082202911997511e-01","1.898981002750120e+00","-1.686908349115920e+00","3.326318929781710e-01"
"-89.75","40.00","7.307225867005870e-01","1.890299594060530e+00","-1.682014606665930e+00","3.546487027442620e-01"
"-89.70","40.00","7.531224852802560e-01","1.881347881572540e+00","-1.676835863581090e+00","3.766099272965140e-01"
"-89.65","40.00","7.754166911398710e-01","1.872127048243570e+00","-1.671372622864810e+00","3.985119191605960e-01"
"-89.60","40.00","7.976019219584040e-01","1.862638317900050e+00","-1.665625433853240e+00","4.203510338945080e-01"
"-89.55","40.00","8.196749094089820e-01","1.852882955085700e+00","-1.659594892223480e+00","4.421236306761330e-01"
"-89.50","40.00","8.416323996734500e-01","1.842862264903010e+00","-1.653281639994240e+00","4.638260728915090e-01"
"-89.45","40.00","8.634711539551710e-01","1.832577592848170e+00","-1.646686365519170e+00","4.854547287237120e-01"
"-89.40","40.00","8.851879489899400e-01","1.822030324639440e+00","-1.639809803472530e+00","5.070059717422390e-01"
"-89.35","40.00","9.067795775550150e-01","1.811221886038760e+00","-1.632652734827390e+00","5.284761814928920e-01"
"-89.30","40.00","9.282428489760099e-01","1.800153742666950e+00","-1.625215986826240e+00","5.498617440878940e-01"
"-89.25","40.00","9.495745896317820e-01","1.788827399812280e+00","-1.617500432944140e+00","5.711590527963590e-01"
"-89.20","40.00","9.707716434569800e-01","1.777244402232570e+00","-1.609506992844230e+00","5.923645086347490e-01"
"-89.15","40.00","9.918308724424330e-01","1.765406333950700e+00","-1.601236632325620e+00","6.134745209575460e-01"
"-89.10","40.00","1.012749157133050e+00","1.753314818043750e+00","-1.592690363263830e+00","6.344855080477050e-01"
"-89.05","40.00","1.033523397123300e+00","1.740971516425610e+00","-1.583869243543490e+00","6.553938977070440e-01"
"-89.00","40.00","1.054150511550110e+00","1.728378129623270e+00","-1.574774376983600e+00","6.761961278463350e-01"
"-88.95","40.00","1.074627439583220e+00","1.715536396546620e+00","-1.565406913255010e+00","6.968886470750770e-01"
"-88.90","40.00","1.094951140912650e+00","1.702448094251970e+00","-1.555768047790450e+00","7.174679152907790e-01"
"-88.85","40.00","1.115118596233540e+00","1.689115037699220e+00","-1.545859021686850e+00","7.379304042677050e-01"
"-88.80","40.00","1.135126807727920e+00","1.675539079502730e+00","-1.535681121600170e+00","7.582725982449470e-01"
"-88.75","40.00","1.154972799543720e+00","1.661722109676000e+00","-1.525235679632440e+00","7.784909945138030e-01"
"-88.70","40.00","1.174653618270510e+00","1.647666055370010e+00","-1.514524073211390e+00","7.985821040042480e-01"
"-88.65","40.00","1.194166333412270e+00","1.633372880605500e+00","-1.503547724962360e+00","8.185424518704740e-01"
"-88.60","40.00","1.213508037856790e+00","1.618844585999070e+00","-1.492308102572640e+00","8.383685780753630e-01"
"-88.55","40.00","1.232675848341920e+00","1.604083208483130e+00","-1.480806718648260e+00","8.580570379738600e-01"
"-88.50","40.00","1.251666905918340e+00","1.589090821019840e+00","-1.469045130563150e+00","8.776044028950510e-01"
"-88.45","40.00","1.270478376408870e+00","1.573869532308990e+00","-1.457024940300700e+00","8.970072607229050e-01"
"-88.40","40.00","1.289107450864290e+00","1.558421486489960e+00","-1.444747794287880e+00","9.162622164755621e-01"
"-88.35","40.00","1.307551346015480e+00","1.542748862837670e+00","-1.432215383221670e+00","9.353658928831200e-01"
"-88.30","40.00","1.325807304721880e+00","1.526853875452680e+00","-1.419429441888020e+00","9.543149309636840e-01"
"-88.25","40.00","1.343872596416190e+00","1.510738772945400e+00","-1.406391748973270e+00","9.731059905977820e-01"
"-88.20","40.00","1.361744517545150e+00","1.494405838114610e+00","-1.393104126868080e+00","9.917357511008290e-01"
"-88.15","40.00","1.379420392006500e+00","1.477857387620080e+00","-1.379568441463790e+00","1.010200911793730e+00"
"-88.10","40.00","1.396897571581790e+00","1.461095771649580e+00","-1.365786601941440e+00","1.028498192571420e+00"
"-88.05","40.00","1.414173436365150e+00","1.444123373580260e+00","-1.351760560553220e+00","1.046624334469160e+00"
"-88.00","40.00","1.431245395187980e+00","1.426942609634310e+00","-1.337492312396490e+00","1.064576100226810e+00"
"-87.95","40.00","1.448110886039280e+00","1.409555928529200e+00","-1.322983895180460e+00","1.082350274850530e+00"
"-87.90","40.00","1.464767376481720e+00","1.391965811122330e+00","-1.308237388985430e+00","1.099943666172230e+00"
"-87.85","40.00","1.481212364063340e+00","1.374174770050310e+00","-1.293254916014630e+00","1.117353105406330e+00"
"-87.80","40.00","1.497443376724750e+00","1.356185349362790e+00","-1.278038640338820e+00","1.134575447704000e+00"
"-87.75","40.00","1.513457973201830e+00","1.338000124150980e+00","-1.262590767633490e+00","1.151607572704630e+00"
"-87.70","40.00","1.529253743423810e+00","1.319621700170920e+00","-1.246913544908780e+00","1.168446385084450e+00"
"-87.65","40.00","1.544828308906730e+00","1.301052713461480e+00","-1.231009260232210e+00","1.185088815102300e+00"
"-87.60","40.00","1.560179323141990e+00","1.282295829957260e+00","-1.214880242444120e+00","1.201531819142220e+00"
"-87.55","40.00","1.575304471980320e+00","1.263353745096370e+00","-1.198528860865950e+00","1.217772380253150e+00"
"-87.50","40.00","1.590201474010730e+00","1.244229183423110e+00","-1.181957525001390e+00","1.233807508685200e+00"
"-87.45","40.00","1.604868080934500e+00","1.224924898185790e+00","-1.165168684230330e+00","1.249634242422740e+00"
"-87.40","40.00","1.619302077934210e+00","1.205443670929550e+00","-1.148164827495790e+00","1.265249647714060e+00"
"-87.35","40.00","1.633501284037670e+00","1.185788311084370e+00","-1.130948482983820e+00","1.280650819597490e+00"
"-87.30","40.00","1.647463552476690e+00","1.165961655548270e+00","-1.113522217796290e+00","1.295834882423930e+00"
"-87.25","40.00","1.661186771040670e+00","1.145966568265800e+00","-1.095888637616850e+00","1.310798990375790e+00"
"-87.20","40.00","1.674668862424880e+00","1.125805939801890e+00","-1.078050386369840e+00","1.325540327982010e+00"
"-87.15","40.00","1.687907784573410e+00","1.105482686911120e+00","-1.060010145872390e+00","1.340056110629260e+00"
"-87.10","40.00","1.700901531016760e+00","1.084999752102400e+00","-1.041770635479650e+00","1.354343585069250e+00"
"-87.05","40.00","1.713648131203890e+00","1.064360103199330e+00","-1.023334611723240e+00","1.368400029921790e+00"
"-87.00","40.00","1.726145650828870e+00","1.043566732896020e+00","-1.004704867942920e+00","1.382222756173930e+00"
"-86.95","40.00","1.738392192151770e+00","1.022622658308810e+00","-9.858842339116580e-01","1.395809107674680e+00"
"-86.90","40.00","1.750385894314130e+00","1.001530920523490e+00","-9.668755754538730e-01","1.409156461625450e+00"
"-86.85","40.00","1.762124933648600e+00","9.802945841385950e-01","-9.476817940572400e-01","1.422262229066140e+00"
"-86.80","40.00","1.773607523982800e+00","9.589167368044730e-01","-9.283058264778860e-01","1.435123855356570e+00"
"-86.75","40.00","1.784831916937490e+00","9.374004887583770e-01","-9.087506443390641e-01","1.447738820653450e+00"
"-86.70","40.00","1.795796402218810e+00","9.157489723555990e-01","-8.890192537234189e-01","1.460104640382570e+00"
"-86.65","40.00","1.806499307904580e+00","8.939653415967420e-01","-8.691146947588519e-01","1.472218865706260e+00"
"-86.60","40.00","1.816939000724740e+00","8.720527716512010e-01","-8.490400411980580e-01","1.484079083985970e+00"
"-86.55","40.00","1.827113886335620e+00","8.500144583769570e-01","-8.287983999918140e-01","1.495682919239870e+00"
"-86.50","40.00","1.837022409588290e+00","8.278536178366430e-01","-8.083929108559840e-01","1.507028032595470e+00"
"-86.45","40.00","1.846663054790690e+00","8.055734858101530e-01","-7.878267458324431e-01","1.518112122737100e+00"
"-86.40","40.00","1.856034345963650e+00","7.831773173037070e-01","-7.671031088438740e-01","1.528932926348150e+00"
"-86.35","40.00","1.865134847090650e+00","7.606683860555480e-01","-7.462252352425460e-01","1.539488218548060e+00"
"-86.30","40.00","1.873963162361390e+00","7.380499840382960e-01","-7.251963913531110e-01","1.549775813323940e+00"
"-86.25","40.00","1.882517936408980e+00","7.153254209580460e-01","-7.040198740094910e-01","1.559793563956690e+00"
"-86.20","40.00","1.890797854540830e+00","6.924980237503520e-01","-6.826990100859590e-01","1.569539363441700e+00"
"-86.15","40.00","1.898801642963140e+00","6.695711360731130e-01","-6.612371560224370e-01","1.579011144903760e+00"
"-86.10","40.00","1.906528068998920e+00","6.465481177964260e-01","-6.396376973440570e-01","1.588206882006440e+00"
"-86.05","40.00","1.913975941299600e+00","6.234323444896100e-01","-6.179040481751590e-01","1.597124589355640e+00"
"-86.00","40.00","1.921144110050060e+00","6.002272069053010e-01","-5.960396507476420e-01","1.605762322897230e+00"
"-85.95","40.00","1.928031467167180e+00","5.769361104609100e-01","-5.740479749039010e-01","1.614118180308880e+00"
"-85.90","40.00","1.934636946491690e+00","5.535624747173230e-01","-5.519325175942830e-01","1.622190301385790e+00"
"-85.85","40.00","1.940959523973540e+00","5.301097328550900e-01","-5.296968023692270e-01","1.629976868420420e+00"
"-85.80","40.00","1.946998217850430e+00","5.065813311481370e-01","-5.073443788661560e-01","1.637476106575960e+00"
"-85.75","40.00","1.952752088819850e+00","4.829807284350250e-01","-4.848788222911120e-01","1.644686284253720e+00"
"-85.70","40.00","1.958220240204200e+00","4.593113955879080e-01","-4.623037328952950e-01","1.651605713454110e+00"
"-85.65","40.00","1.963401818109240e+00","4.355768149793110e-01","-4.396227354466010e-01","1.658232750131290e+00"
"-85.60","40.00","1.968296011575770e+00","4.117804799467090e-01","-4.168394786961190e-01","1.664565794541410e+00"
"-85.55","40.00","1.972902052724420e+00","3.879258942551350e-01","-3.939576348398550e-01","1.670603291584290e+00"
"-85.50","40.00","1.977219216893670e+00","3.640165715577030e-01","-3.709808989754950e-01","1.676343731138530e+00"
"-85.45","40.00","1.981246822770860e+00","3.400560348543830e-01","-3.479129885545960e-01","1.681785648390060e+00"
"-85.40","40.00","1.984984232516500e+00","3.160478159489280e-01","-3.247576428300480e-01","1.686927624153870e+00"
"-85.35","40.00","1.988430851881430e+00","2.919954549041090e-01","-3.015186222989900e-01","1.691768285189020e+00"
"-85.30","40.00","1.991586130317200e+00","2.679024994954100e-01","-2.781997081413330e-01","1.696306304506790e+00"
"-85.25","40.00","1.994449561079390e+00","2.437725046630870e-01","-2.548047016537350e-01","1.700540401671980e+00"
"-85.20","40.00","1.997020681323940e+00","2.196090319629230e-01","-2.313374236794200e-01","1.704469343097160e+00"
"-85.15","40.00","1.999299072196480e+00","1.954156490156220e-01","-2.078017140337390e-01","1.708091942329990e+00"
"-85.10","40.00","2.001284358914670e+00","1.711959289549120e-01","-1.842014309255570e-01","1.711407060333360e+00"
"-85.05","40.00","2.002976210843380e+00","1.469534498745860e-01","-1.605404503746780e-01","1.714413605758480e+00"
"-85.00","40.00","2.004374341562870e+00","1.226917942744020e-01","-1.368226656252410e-01","1.717110535210660e+00"
"-84.95","40.00","2.005478508929960e+00","9.841454850507859e-02","-1.130519865553150e-01","1.719496853507960e+00"
"-84.90","40.00","2.006288515131890e+00","7.412530221242709e-02","-8.923233908272819e-02","1.721571613932410e+00"
"-84.85","40.00","2.006804206733340e+00","4.982764778063310e-02","-6.536766456715440e-02","1.723333918473950e+00"
"-84.80","40.00","2.007025474716090e+00","2.552517977495120e-02","-4.146191920870910e-02","1.724782918066880e+00"
"-84.75","40.00","2.006952254511700e+00","1.221494383710100e-03","-1.751907344295780e-02","1.725917812818890e+00"
"-84.70","40.00","2.006584526026990e+00","-2.307981114006020e-02","6.456888667356000e-03","1.726737852232560e+00"
"-84.65","40.00","2.005922313662380e+00","-4.737513903756580e-02","3.046197004401850e-02","1.727242335419220e+00"
"-84.60","40.00","2.004965686323080e+00","-7.166089160335259e-02","5.449216120815900e-02","1.727430611305330e+00"
"-84.55","40.00","2.003714757423120e+00","-9.593347174469510e-02","7.854344089819150e-02","1.727302078831020e+00"
"-84.50","40.00","2.002169684882190e+00","-1.201892835411000e-01","1.026117766907970e-01","1.726856187141070e+00"
"-84.45","40.00","2.000330671115370e+00","-1.444247328038640e-01","1.266931256248080e-01","1.726092435768030e+00"
"-84.40","40.00","1.998197963015660e+00","-1.686362276355240e-01","1.507834348278970e-01","1.725010374807600e+00"
"-84.35","40.00","1.995771851929300e+00","-1.928201789891920e-01","1.748786421460110e-01","1.723609605086130e+00"
"-84.30","40.00","1.993052673624010e+00","-2.169730012275710e-01","1.989746767753470e-01","1.721889778320230e+00"
"-84.25","40.00","1.990040808250000e+00","-2.410911126817520e-01","2.230674598969840e-01","1.719850597268540e+00"
"-84.20","40.00","1.986736680293830e+00","-2.651709362094500e-01","2.471529053137960e-01","1.717491815875420e+00"
"-84.15","40.00","1.983140758525130e+00","-2.892088997527740e-01","2.712269200897630e-01","1.714813239406700e+00"
"-84.10","40.00","1.979253555936170e+00","-3.132014368953340e-01","2.952854051914410e-01","1.711814724577440e+00"
"-84.05","40.00","1.975075629674280e+00","-3.371449874186660e-01","3.193242561315920e-01","1.708496179671540e+00"
"-84.00","40.00","1.970607580967120e+00","-3.610359978578380e-01","3.433393636148100e-01","1.704857564653320e+00"
"-83.95","40.00","1.965850055040840e+00","-3.848709220561270e-01","3.673266141850350e-01","1.700898891270910e+00"
"-83.90","40.00","1.960803741031150e+00","-4.086462217186990e-01","3.912818908748680e-01","1.696620223151520e+00"
"-83.85","40.00","1.955469371887220e+00","-4.323583669652380e-01","4.152010738566180e-01","1.692021675888510e+00"
"-83.80","40.00","1.949847724268610e+00","-4.560038368813250e-01","4.390800410948880e-01","1.687103417120250e+00"
"-83.75","40.00","1.943939618434980e+00","-4.795791200686130e-01","4.629146690007200e-01","1.681865666600690e+00"
"-83.70","40.00","1.937745918128870e+00","-5.030807151935470e-01","4.867008330870250e-01","1.676308696261750e+00"
"-83.65","40.00","1.931267530451370e+00","-5.265051315347090e-01","5.104344086254030e-01","1.670432830267300e+00"
"-83.60","40.00","1.924505405730790e+00","-5.498488895285500e-01","5.341112713040470e-01","1.664238445058960e+00"
"-83.55","40.00","1.917460537384350e+00","-5.731085213134560e-01","5.577272978866989e-01","1.657725969393470e+00"
"-83.50","40.00","1.910133961772820e+00","-5.962805712721539e-01","5.812783668726670e-01","1.650895884371720e+00"
"-83.45","40.00","1.902526758048300e+00","-6.193615965722260e-01","6.047603591575860e-01","1.643748723459460e+00"
"-83.40","40.00","1.894640047995000e+00","-6.423481677047130e-01","6.281691586949610e-01","1.636285072499540e+00"
"-83.35","40.00","1.886474995863130e+00","-6.652368690207230e-01","6.515006531583610e-01","1.628505569715830e+00"
"-83.30","40.00","1.878032808195900e+00","-6.880242992658751e-01","6.747507346040520e-01","1.620410905708730e+00"
"-83.25","40.00","1.869314733649660e+00","-7.107070721126650e-01","6.979153001341900e-01","1.612001823442110e+00"
"-83.20","40.00","1.860322062807250e+00","-7.332818166904470e-01","7.209902525602070e-01","1.603279118221990e+00"
"-83.15","40.00","1.851056127984480e+00","-7.557451781130790e-01","7.439715010664250e-01","1.594243637666690e+00"
"-83.10","40.00","1.841518303029940e+00","-7.780938180040990e-01","7.668549618737770e-01","1.584896281668520e+00"
"-83.05","40.00","1.831710003117950e+00","-8.003244150193580e-01","7.896365589034881e-01","1.575238002347020e+00"
"-83.00","40.00","1.821632684534940e+00","-8.224336653670300e-01","8.123122244406640e-01","1.565269803993730e+00"
"-82.95","40.00","1.811287844459070e+00","-8.444182833248590e-01","8.348778997975950e-01","1.554992743008510e+00"
"-82.90","40.00","1.800677020733220e+00","-8.662750017546270e-01","8.573295359767490e-01","1.544407927827340e+00"
"-82.85","40.00","1.789801791631470e+00","-8.880005726136810e-01","8.796630943332790e-01","1.533516518841730e+00"
"-82.80","40.00","1.778663775618920e+00","-9.095917674635160e-01","9.018745472369760e-01","1.522319728309570e+00"
"-82.75","40.00","1.767264631105010e+00","-9.310453779752850e-01","9.239598787335900e-01","1.510818820257530e+00"
"-82.70","40.00","1.755606056190440e+00","-9.523582164320900e-01","9.459150852052620e-01","1.499015110375080e+00"
"-82.65","40.00","1.743689788407560e+00","-9.735271162281121e-01","9.677361760301730e-01","1.486909965899920e+00"
"-82.60","40.00","1.731517604454410e+00","-9.945489323643660e-01","9.894191742411250e-01","1.474504805495020e+00"
"-82.55","40.00","1.719091319922380e+00","-1.015420541941030e+00","1.010960117182990e+00","1.461801099117250e+00"
"-82.50","40.00","1.706412789017610e+00","-1.036138844646350e+00","1.032355057169010e+00","1.448800367877510e+00"
"-82.45","40.00","1.693483904276070e+00","-1.056700763241870e+00","1.053600062135660e+00","1.435504183892470e+00"
"-82.40","40.00","1.680306596272470e+00","-1.077103244044110e+00","1.074691216296190e+00","1.421914170127860e+00"
"-82.35","40.00","1.666882833322990e+00","-1.097343257402400e+00","1.095624620792520e+00","1.408032000233420e+00"
"-82.30","40.00","1.653214621181880e+00","-1.117417798172980e+00","1.116396394345460e+00","1.393859398369410e+00"
"-82.25","40.00","1.639304002732010e+00","-1.137323886189170e+00","1.137002673903250e+00","1.379398139024820e+00"
"-82.20","40.00","1.625153057669400e+00","-1.157058566727500e+00","1.157439615288160e+00","1.364650046827100e+00"
"-82.15","40.00","1.610763902181770e+00","-1.176618910969920e+00","1.177703393841100e+00","1.349616996343750e+00"
"-82.10","40.00","1.596138688621180e+00","-1.196002016461720e+00","1.197790205064160e+00","1.334300911875420e+00"
"-82.05","40.00","1.581279605170890e+00","-1.215205007565330e+00","1.217696265260890e+00","1.318703767240860e+00"
"-82.00","40.00","1.566188875506270e+00","-1.234225035909810e+00","1.237417812174320e+00","1.302827585553530e+00"
"-81.95","40.00","1.550868758450110e+00","-1.253059280836000e+00","1.256951105622600e+00","1.286674438989990e+00"
"-81.90","40.00","1.535321547622150e+00","-1.271704949837140e+00","1.276292428131940e+00","1.270246448550070e+00"
"-81.85","40.00","1.519549571083050e+00","-1.290159278995100e+00","1.295438085567140e+00","1.253545783808940e+00"
"-81.80","40.00","1.503555190972710e+00","-1.308419533411890e+00","1.314384407759180e+00","1.236574662660910e+00"
"-81.75","40.00","1.487340803143170e+00","-1.326483007636670e+00","1.333127749130070e+00","1.219335351055170e+00"
