"theta [deg]","phi [deg]","re(retheta) [v]","im(retheta) [v]","re(rephi) [v]","im(rephi) [v]"
"-90.00","66.00","1.196625081615150e-01","1.247706439618340e+00","-1.594756484866880e+00","-2.512993540265710e-01"
"-89.95","66.00","1.370754940282040e-01","1.243172977504300e+00","-1.595839400649080e+00","-2.304377621230030e-01"
"-89.90","66.00","1.544192556320850e-01","1.238407470481350e+00","-1.596652297545390e+00","-2.095677286524380e-01"
"-89.85","66.00","1.716907813887980e-01","1.233410770878950e+00","-1.597194967485670e+00","-1.886927024657410e-01"
"-89.80","66.00","1.888870692153980e-01","1.228183769696700e+00","-1.597467246045250e+00","-1.678161375118300e-01"
"-89.75","66.00","2.060051270274090e-01","1.222727396504770e+00","-1.597469012548500e+00","-1.469414922870860e-01"
"-89.70","66.00","2.230419732348080e-01","1.217042619338020e+00","-1.597200190165230e+00","-1.260722292830400e-01"
"-89.65","66.00","2.399946372369930e-01","1.211130444583560e+00","-1.596660746000220e+00","-1.052118144322060e-01"
"-89.60","66.00","2.568601599165760e-01","1.204991916861980e+00","-1.595850691175730e+00","-8.436371655228631e-02"
"-89.55","66.00","2.736355941319430e-01","1.198628118902120e+00","-1.594770080906890e+00","-6.353140678873670e-02"
"-89.50","66.00","2.903180052085270e-01","1.192040171409440e+00","-1.593419014570050e+00","-4.271835805585720e-02"
"-89.45","66.00","3.069044714286170e-01","1.185229232927970e+00","-1.591797635764050e+00","-2.192804447647790e-02"
"-89.40","66.00","3.233920845197050e-01","1.178196499695960e+00","-1.589906132364280e+00","-1.163940820331100e-03"
"-89.35","66.00","3.397779501412880e-01","1.170943205495080e+00","-1.587744736569650e+00","1.957047805883840e-02"
"-89.30","66.00","3.560591883699420e-01","1.163470621493370e+00","-1.585313724942390e+00","4.027173778724390e-02"
"-89.25","66.00","3.722329341827400e-01","1.155780056081730e+00","-1.582613418440560e+00","6.093636503614190e-02"
"-89.20","66.00","3.882963379387430e-01","1.147872854704290e+00","-1.579644182443470e+00","8.156088808775880e-02"
"-89.15","66.00","4.042465658586960e-01","1.139750399682280e+00","-1.576406426769730e+00","1.021418374022130e-01"
"-89.10","66.00","4.200808005026330e-01","1.131414110031840e+00","-1.572900605688110e+00","1.226757461850820e-01"
