"theta [deg]","phi [deg]","re(retheta) [v]","im(retheta) [v]","re(rephi) [v]","im(rephi) [v]"
"-90.00","21.00","1.271673785322730e+00","2.268395728537820e+00","-1.664464606356600e+00","4.522021456294160e-01"
"-89.95","21.00","1.296688091752050e+00","2.255350337940220e+00","-1.657448273161900e+00","4.738658481114340e-01"
"-89.90","21.00","1.321559964356310e+00","2.242020512990860e+00","-1.650151064796610e+00","4.954428120958530e-01"
"-89.85","21.00","1.346286057305780e+00","2.228407887274610e+00","-1.642573916133630e+00","5.169294286668550e-01"
"-89.80","21.00","1.370863044091960e+00","2.214514135065000e+00","-1.634717808144900e+00","5.383220978289280e-01"
"-89.75","21.00","1.395287618037930e+00","2.200340971091500e+00","-1.626583767829390e+00","5.596172290956480e-01"
"-89.70","21.00","1.419556492805630e+00","2.185890150300320e+00","-1.618172868133600e+00","5.808112420779380e-01"
"-89.65","21.00","1.443666402900370e+00","2.171163467608530e+00","-1.609486227864470e+00","6.019005670719390e-01"
"-89.60","21.00","1.467614104172290e+00","2.156162757651820e+00","-1.600525011594710e+00","6.228816456462380e-01"
"-89.55","21.00","1.491396374314660e+00","2.140889894525690e+00","-1.591290429560620e+00","6.437509312284900e-01"
"-89.50","21.00","1.515010013359140e+00","2.125346791520200e+00","-1.581783737552290e+00","6.645048896912210e-01"
"-89.45","21.00","1.538451844167620e+00","2.109535400848420e+00","-1.572006236796260e+00","6.851399999367740e-01"
"-89.40","21.00","1.561718712920810e+00","2.093457713368440e+00","-1.561959273830680e+00","7.056527544812650e-01"
"-89.35","21.00","1.584807489603380e+00","2.077115758299100e+00","-1.551644240372790e+00","7.260396600375140e-01"
"-89.30","21.00","1.607715068485480e+00","2.060511602929470e+00","-1.541062573179050e+00","7.462972380967450e-01"
"-89.25","21.00","1.630438368600890e+00","2.043647352322080e+00","-1.530215753897540e+00","7.664220255091060e-01"
"-89.20","21.00","1.652974334221150e+00","2.026525149010000e+00","-1.519105308913000e+00","7.864105750626980e-01"
"-89.15","21.00","1.675319935326290e+00","2.009147172687770e+00","-1.507732809184250e+00","8.062594560612960e-01"
"-89.10","21.00","1.697472168071410e+00","1.991515639896230e+00","-1.496099870074170e+00","8.259652549003810e-01"
"-89.05","21.00","1.719428055249510e+00","1.973632803701380e+00","-1.484208151172150e+00","8.455245756415580e-01"
"-89.00","21.00","1.741184646750210e+00","1.955500953367190e+00","-1.472059356109150e+00","8.649340405852310e-01"
"-88.95","21.00","1.762739020014490e+00","1.937122414022480e+00","-1.459655232365180e+00","8.841902908414040e-01"
"-88.90","21.00","1.784088280485140e+00","1.918499546321980e+00","-1.446997571069480e+00","9.032899868985160e-01"
