"theta [deg]","phi [deg]","re(retheta) [v]","im(retheta) [v]","re(rephi) [v]","im(rephi) [v]"
"-90.00","72.00","5.543630443797260e-02","1.056350090676880e+00","-1.578059524006210e+00","-3.384893789692390e-01"
"-89.95","72.00","7.125799740226001e-02","1.051713863686980e+00","-1.579773105507210e+00","-3.178503462549750e-01"
"-89.90","72.00","8.700407340540700e-02","1.046858488568370e+00","-1.581219284322150e+00","-2.971985516806190e-01"
"-89.85","72.00","1.026716244910700e-01","1.041784921900620e+00","-1.582397828386420e+00","-2.765374164207940e-01"
"-89.80","72.00","1.182577536084440e-01","1.036494158093600e+00","-1.583308549020510e+00","-2.558703667704240e-01"
"-89.75","72.00","1.337595751023970e-01","1.030987229269740e+00","-1.583951301030920e+00","-2.352008335961360e-01"
"-89.70","72.00","1.491742152023110e-01","1.025265205139910e+00","-1.584325982804100e+00","-2.145322517859810e-01"
"-89.65","72.00","1.644988125096580e-01","1.019329192872990e+00","-1.584432536393350e+00","-1.938680596973770e-01"
"-89.60","72.00","1.797305184841490e-01","1.013180336958990e+00","-1.584270947598830e+00","-1.732116986034890e-01"
"-89.55","72.00","1.948664979284470e-01","1.006819819065890e+00","-1.583841246040370e+00","-1.525666121380340e-01"
"-89.50","72.00","2.099039294713020e-01","1.000248857890060e+00","-1.583143505223340e+00","-1.319362457386680e-01"
"-89.45","72.00","2.248400060490370e-01","9.934687090004960e-01","-1.582177842597390e+00","-1.113240460890430e-01"
"-89.40","72.00","2.396719353853030e-01","9.864806646765960e-01","-1.580944419608000e+00","-9.073346055962279e-02"
"-89.35","72.00","2.543969404690580e-01","9.792860537397861e-01","-1.579443441741020e+00","-7.016793664726700e-02"
"-89.30","72.00","2.690122600305990e-01","9.718862413788160e-01","-1.577675158559890e+00","-4.963092141384450e-02"
"-89.25","72.00","2.835151490156710e-01","9.642826289688320e-01","-1.575639863735850e+00","-2.912586092377940e-02"
"-89.20","72.00","2.979028790574540e-01","9.564766538842460e-01","-1.573337895070790e+00","-8.656199680803001e-03"
"-89.15","72.00","3.121727389464890e-01","9.484697893053839e-01","-1.570769634513000e+00","1.177461993620240e-02"
