"theta [deg]","phi [deg]","re(retheta) [v]","im(retheta) [v]","re(rephi) [v]","im(rephi) [v]"
"-90.00","33.00","8.357150504878380e-01","2.074790563828690e+00","-1.714066264407030e+00","3.475180638839600e-01"
"-89.95","33.00","8.596246970413920e-01","2.065359137308360e+00","-1.708934088672350e+00","3.698299522682770e-01"
"-89.90","33.00","8.834272282710161e-01","2.055646399508470e+00","-1.703513726063830e+00","3.920830786196390e-01"
"-89.85","33.00","9.071192608242250e-01","2.045653574990530e+00","-1.697805721205710e+00","4.142737611696940e-01"
"-89.80","33.00","9.306974253744630e-01","2.035381929935820e+00","-1.691810665430850e+00","4.363983217425470e-01"
"-89.75","33.00","9.541583671448420e-01","2.024832771985050e+00","-1.685529196781210e+00","4.584530863466670e-01"
"-89.70","33.00","9.774987464299120e-01","2.014007450071350e+00","-1.678962000000740e+00","4.804343857673320e-01"
"-89.65","33.00","1.000715239115610e+00","2.002907354246550e+00","-1.672109806520740e+00","5.023385561596150e-01"
"-89.60","33.00","1.023804537197150e+00","1.991533915500700e+00","-1.664973394437720e+00","5.241619396417730e-01"
"-89.55","33.00","1.046763349294900e+00","1.979888605575020e+00","-1.657553588483530e+00","5.459008848889700e-01"
"-89.50","33.00","1.069588401168030e+00","1.967972936768090e+00","-1.649851259988100e+00","5.675517477272251e-01"
"-89.45","33.00","1.092276436225930e+00","1.955788461735450e+00","-1.641867326834370e+00","5.891108917274570e-01"
"-89.40","33.00","1.114824216037220e+00","1.943336773282690e+00","-1.633602753405810e+00","6.105746887995450e-01"
"-89.35","33.00","1.137228520836420e+00","1.930619504151850e+00","-1.625058550526130e+00","6.319395197863650e-01"
"-89.30","33.00","1.159486150028000e+00","1.917638326801330e+00","-1.616235775391540e+00","6.532017750575850e-01"
"-89.25","33.00","1.181593922687920e+00","1.904394953179290e+00","-1.607135531495240e+00","6.743578551032580e-01"
"-89.20","33.00","1.203548678062340e+00","1.890891134490600e+00","-1.597758968544360e+00","6.954041711269390e-01"
"-89.15","33.00","1.225347276063720e+00","1.877128660957240e+00","-1.588107282369250e+00","7.163371456384811e-01"
"-89.10","33.00","1.246986597763910e+00","1.863109361572420e+00","-1.578181714825070e+00","7.371532130461160e-01"
"-89.05","33.00","1.268463545884340e+00","1.848835103848240e+00","-1.567983553685860e+00","7.578488202479350e-01"
"-89.00","33.00","1.289775045283190e+00","1.834307793556990e+00","-1.557514132530840e+00","7.784204272225940e-01"
"-88.95","33.00","1.310918043439430e+00","1.819529374466230e+00","-1.546774830623170e+00","7.988645076191540e-01"
"-88.90","33.00","1.331889510933660e+00","1.804501828067480e+00","-1.535767072781040e+00","8.191775493459270e-01"
"-88.85","33.00","1.352686441925650e+00","1.789227173298770e+00","-1.524492329241140e+00","8.393560551582860e-01"
"-88.80","33.00","1.373305854628480e+00","1.773707466261030e+00","-1.512952115514520e+00","8.593965432452429e-01"
"-88.75","33.00","1.393744791779350e+00","1.757944799928190e+00","-1.501147992234800e+00","8.792955478148710e-01"
"-88.70","33.00","1.414000321106710e+00","1.741941303851280e+00","-1.489081564998850e+00","8.990496196782530e-01"
"-88.65","33.00","1.434069535793880e+00","1.725699143856510e+00","-1.476754484199800e+00","9.186553268320060e-01"
"-88.60","33.00","1.453949554938880e+00","1.709220521737190e+00","-1.464168444852500e+00","9.381092550392220e-01"
"-88.55","33.00","1.473637524010620e+00","1.692507674939810e+00","-1.451325186411470e+00","9.574080084087780e-01"
"-88.50","33.00","1.493130615301110e+00","1.675562876244110e+00","-1.438226492581170e+00","9.765482099728400e-01"
"-88.45","33.00","1.512426028373810e+00","1.658388433437340e+00","-1.424874191118860e+00","9.955265022625190e-01"
"-88.40","33.00","1.531520990507910e+00","1.640986688982610e+00","-1.411270153629870e+00","1.014339547881540e+00"
"-88.35","33.00","1.550412757138620e+00","1.623360019681570e+00","-1.397416295355370e+00","1.032984030077890e+00"
"-88.30","33.00","1.569098612293170e+00","1.605510836331260e+00","-1.383314574952680e+00","1.051456653313270e+00"
"-88.25","33.00","1.587575869022680e+00","1.587441583375300e+00","-1.368966994268150e+00","1.069754143830270e+00"
"-88.20","33.00","1.605841869829620e+00","1.569154738549590e+00","-1.354375598102490e+00","1.087873250217230e+00"
"-88.15","33.00","1.623893987090990e+00","1.550652812522230e+00","-1.339542473968830e+00","1.105810743970580e+00"
"-88.10","33.00","1.641729623476880e+00","1.531938348528080e+00","-1.324469751843240e+00","1.123563420054730e+00"
"-88.05","33.00","1.659346212364650e+00","1.513013921997850e+00","-1.309159603908070e+00","1.141128097459110e+00"
"-88.00","33.00","1.676741218248370e+00","1.493882140181720e+00","-1.293614244287750e+00","1.158501619752690e+00"
"-87.95","33.00","1.693912137143670e+00","1.474545641767690e+00","-1.277835928777420e+00","1.175680855635480e+00"
"-87.90","33.00","1.710856496987780e+00","1.455007096494610e+00","-1.261826954564260e+00","1.192662699487160e+00"
"-87.85","33.00","1.727571858034740e+00","1.435269204759990e+00","-1.245589659941530e+00","1.209444071912600e+00"
"-87.80","33.00","1.744055813245740e+00","1.415334697222740e+00","-1.229126424015470e+00","1.226021920284330e+00"
"-87.75","33.00","1.760305988674500e+00","1.395206334400620e+00","-1.212439666404920e+00","1.242393219281700e+00"
"-87.70","33.00","1.776320043847570e+00","1.374886906262870e+00","-1.195531846933910e+00","1.258554971426720e+00"
"-87.65","33.00","1.792095672139580e+00","1.354379231817710e+00","-1.178405465317080e+00","1.274504207616500e+00"
"-87.60","33.00","1.807630601143300e+00","1.333686158695050e+00","-1.161063060838020e+00","1.290237987652120e+00"
"-87.55","33.00","1.822922593034470e+00","1.312810562724290e+00","-1.143507212020640e+00","1.305753400763920e+00"
"-87.50","33.00","1.837969444931300e+00","1.291755347507360e+00","-1.125740536293490e+00","1.321047566133090e+00"
"-87.45","33.00","1.852768989248680e+00","1.270523443987070e+00","-1.107765689647200e+00","1.336117633409350e+00"
"-87.40","33.00","1.867319094046910e+00","1.249117810010820e+00","-1.089585366284940e+00","1.350960783224900e+00"
"-87.35","33.00","1.881617663374930e+00","1.227541429889750e+00","-1.071202298266070e+00","1.365574227704210e+00"
"-87.30","33.00","1.895662637608040e+00","1.205797313953400e+00","-1.052619255143020e+00","1.379955210969830e+00"
"-87.25","33.00","1.909451993780020e+00","1.183888498099880e+00","-1.033839043591300e+00","1.394101009644000e+00"
"-87.20","33.00","1.922983745909530e+00","1.161818043341800e+00","-1.014864507032860e+00","1.408008933345980e+00"
"-87.15","33.00","1.936255945320790e+00","1.139589035347830e+00","-9.956985252527990e-01","1.421676325185010e+00"
"-87.10","33.00","1.949266680958580e+00","1.117204583980090e+00","-9.763440140094020e-01","1.435100562248860e+00"
"-87.05","33.00","1.962014079697190e+00","1.094667822827420e+00","-9.568039246376679e-01","1.448279056087790e+00"
"-87.00","33.00","1.974496306643720e+00","1.071981908734510e+00","-9.370812436462540e-01","1.461209253193990e+00"
"-86.95","33.00","1.986711565435210e+00","1.049150021327240e+00","-9.171789923080870e-01","1.473888635476110e+00"
"-86.90","33.00","1.998658098529920e+00","1.026175362533850e+00","-8.971002262443990e-01","1.486314720729220e+00"
"-86.85","33.00","2.010334187492470e+00","1.003061156102520e+00","-8.768480350025820e-01","1.498485063099710e+00"
"-86.80","33.00","2.021738153272880e+00","9.798106471150630e-01","-8.564255416276620e-01","1.510397253545290e+00"
"-86.75","33.00","2.032868356479500e+00","9.564271014970340e-01","-8.358359022275830e-01","1.522048920289900e+00"
"-86.70","33.00","2.043723197645650e+00","9.329138055241510e-01","-8.150823055322980e-01","1.533437729273510e+00"
"-86.65","33.00","2.054301117490090e+00","9.092740653253030e-01","-7.941679724467769e-01","1.544561384596670e+00"
"-86.60","33.00","2.064600597171080e+00","8.855112063820640e-01","-7.730961555979470e-01","1.555417628959700e+00"
"-86.55","33.00","2.074620158534220e+00","8.616285730249390e-01","-7.518701388757280e-01","1.566004244096600e+00"
"-86.50","33.00","2.084358364353760e+00","8.376295279262090e-01","-7.304932369680091e-01","1.576319051203360e+00"
"-86.45","33.00","2.093813818567560e+00","8.135174515897420e-01","-7.089687948899350e-01","1.586359911360800e+00"
"-86.40","33.00","2.102985166505540e+00","7.892957418376030e-01","-6.873001875072930e-01","1.596124725951700e+00"
"-86.35","33.00","2.111871095111570e+00","7.649678132937200e-01","-6.654908190542780e-01","1.605611437072290e+00"
"-86.30","33.00","2.120470333158830e+00","7.405370968645660e-01","-6.435441226455459e-01","1.614818027937900e+00"
"-86.25","33.00","2.128781651458600e+00","7.160070392170150e-01","-6.214635597827149e-01","1.623742523282710e+00"
"-86.20","33.00","2.136803863062290e+00","6.913811022534430e-01","-5.992526198553830e-01","1.632382989753640e+00"
"-86.15","33.00","2.144535823456890e+00","6.666627625841870e-01","-5.769148196367110e-01","1.640737536298080e+00"
"-86.10","33.00","2.151976430753680e+00","6.418555109973380e-01","-5.544537027736240e-01","1.648804314545660e+00"
"-86.05","33.00","2.159124625870140e+00","6.169628519261370e-01","-5.318728392717860e-01","1.656581519183750e+00"
"-86.00","33.00","2.165979392705130e+00","5.919883029138570e-01","-5.091758249752950e-01","1.664067388326770e+00"
"-85.95","33.00","2.172539758307200e+00","5.669353940764780e-01","-4.863662810413420e-01","1.671260203879110e+00"
"-85.90","33.00","2.178804793036090e+00","5.418076675630100e-01","-4.634478534097350e-01","1.678158291891720e+00"
"-85.85","33.00","2.184773610717300e+00","5.166086770137400e-01","-4.404242122674980e-01","1.684760022912260e+00"
"-85.80","33.00","2.190445368789790e+00","4.913419870164690e-01","-4.172990515085970e-01","1.691063812328600e+00"
"-85.75","33.00","2.195819268446730e+00","4.660111725606650e-01","-3.940760881888080e-01","1.697068120705880e+00"
"-85.70","33.00","2.200894554769250e+00","4.406198184898230e-01","-3.707590619758600e-01","1.702771454116760e+00"
"-85.65","33.00","2.205670516853220e+00","4.151715189520440e-01","-3.473517345949890e-01","1.708172364465070e+00"
"-85.60","33.00","2.210146487929040e+00","3.896698768488770e-01","-3.238578892698510e-01","1.713269449802520e+00"
"-85.55","33.00","2.214321845474320e+00","3.641185032826540e-01","-3.002813301590580e-01","1.718061354638680e+00"
"-85.50","33.00","2.218196011319570e+00","3.385210170021640e-01","-2.766258817881910e-01","1.722546770243960e+00"
"-85.45","33.00","2.221768451746750e+00","3.128810438470520e-01","-2.528953884776160e-01","1.726724434945610e+00"
"-85.40","33.00","2.225038677580760e+00","2.872022161908370e-01","-2.290937137660390e-01","1.730593134416720e+00"
"-85.35","33.00","2.228006244273750e+00","2.614881723826800e-01","-2.052247398299080e-01","1.734151701958040e+00"
"-85.30","33.00","2.230670751982350e+00","2.357425561881020e-01","-1.812923668988660e-01","1.737399018772700e+00"
"-85.25","33.00","2.233031845637750e+00","2.099690162285050e-01","-1.573005126671000e-01","1.740334014233690e+00"
"-85.20","33.00","2.235089215008500e+00","1.841712054198850e-01","-1.332531117009480e-01","1.742955666144000e+00"
"-85.15","33.00","2.236842594756300e+00","1.583527804106480e-01","-1.091541148427250e-01","1.745263000989550e+00"
"-85.10","33.00","2.238291764484440e+00","1.325174010186010e-01","-8.500748861079810e-02","1.747255094184610e+00"
"-85.05","33.00","2.239436548779110e+00","1.066687296673680e-01","-6.081721459617000e-02","1.748931070309830e+00"
"-85.00","33.00","2.240276817243490e+00","8.081043082215129e-02","-3.658728885548260e-02","1.750290103342810e+00"
"-84.95","33.00","2.240812484524600e+00","5.494617042506290e-02","-1.232172130068550e-02","1.751331416881060e+00"
"-84.90","33.00","2.241043510332920e+00","2.907961533006850e-02","1.197546491460210e-02","1.752054284357420e+00"
"-84.85","33.00","2.240969899454780e+00","3.214432737582000e-03","3.630023401199560e-02","1.752458029247800e+00"
"-84.80","33.00","2.240591701757500e+00","-2.264571037104090e-02","6.064853820826760e-02","1.752542025271300e+00"
"-84.75","33.00","2.239909012187300e+00","-4.849714779921930e-02","8.501631833838200e-02","1.752305696582480e+00"
"-84.70","33.00","2.238921970759930e+00","-7.433621470073710e-02","1.093995044813260e-01","1.751748517956000e+00"
"-84.65","33.00","2.237630762544110e+00","-1.001592481454150e-01","1.337940165888980e-01","1.750870014963290e+00"
"-84.60","33.00","2.236035617637650e+00","-1.259625876844490e-01","1.581957651171070e-01","1.749669764141540e+00"
"-84.55","33.00","2.234136811136380e+00","-1.517425759155310e-01","1.826006516602020e-01","1.748147393154540e+00"
"-84.50","33.00","2.231934663095810e+00","-1.774955590476060e-01","2.070045695872680e-01","1.746302580945860e+00"
"-84.45","33.00","2.229429538485570e+00","-2.032178874651620e-01","2.314034046812120e-01","1.744135057883840e+00"
"-84.40","33.00","2.226621847136600e+00","-2.289059162919290e-01","2.557930357800390e-01","1.741644605898620e+00"
"-84.35","33.00","2.223512043681120e+00","-2.545560059539550e-01","2.801693354203990e-01","1.738831058611210e+00"
"-84.30","33.00","2.220100627485400e+00","-2.801645227418610e-01","3.045281704831440e-01","1.735694301454350e+00"
"-84.25","33.00","2.216388142575260e+00","-3.057278393723870e-01","3.288654028410370e-01","1.732234271785310e+00"
"-84.20","33.00","2.212375177554480e+00","-3.312423355488490e-01","3.531768900082390e-01","1.728450958990560e+00"
"-84.15","33.00","2.208062365515910e+00","-3.567043985206490e-01","3.774584857916550e-01","1.724344404582230e+00"
"-84.10","33.00","2.203450383945490e+00","-3.821104236416110e-01","4.017060409439500e-01","1.719914702286360e+00"
"-84.05","33.00","2.198539954619070e+00","-4.074568149271250e-01","4.259154038181750e-01","1.715161998122960e+00"
"-84.00","33.00","2.193331843492090e+00","-4.327399856099790e-01","4.500824210238910e-01","1.710086490477780e+00"
"-83.95","33.00","2.187826860582160e+00","-4.579563586947390e-01","4.742029380846290e-01","1.704688430165750e+00"
"-83.90","33.00","2.182025859844520e+00","-4.831023675106480e-01","4.982728000966520e-01","1.698968120486240e+00"
"-83.85","33.00","2.175929739040380e+00","-5.081744562629540e-01","5.222878523888880e-01","1.692925917269840e+00"
"-83.80","33.00","2.169539439598240e+00","-5.331690805824870e-01","5.462439411839060e-01","1.686562228916900e+00"
"-83.75","33.00","2.162855946468150e+00","-5.580827080735340e-01","5.701369142598650e-01","1.679877516427680e+00"
"-83.70","33.00","2.155880287968960e+00","-5.829118188597400e-01","5.939626216132819e-01","1.672872293424060e+00"
"-83.65","33.00","2.148613535628520e+00","-6.076529061281500e-01","6.177169161225770e-01","1.665547126162940e+00"
"-83.60","33.00","2.141056804016950e+00","-6.323024766711161e-01","6.413956542122120e-01","1.657902633541130e+00"
"-83.55","33.00","2.133211250573010e+00","-6.568570514260390e-01","6.649946965173440e-01","1.649939487091890e+00"
"-83.50","33.00","2.125078075423470e+00","-6.813131660129670e-01","6.885099085489520e-01","1.641658410972980e+00"
"-83.45","33.00","2.116658521195590e+00","-7.056673712697760e-01","7.119371613592090e-01","1.633060181946280e+00"
"-83.40","33.00","2.107953872822890e+00","-7.299162337849500e-01","7.352723322070730e-01","1.624145629348930e+00"
"-83.35","33.00","2.098965457343850e+00","-7.540563364278720e-01","7.585113052239740e-01","1.614915635056050e+00"
"-83.30","33.00","2.089694643694070e+00","-7.780842788764440e-01","7.816499720794210e-01","1.605371133434910e+00"
"-83.25","33.00","2.080142842491510e+00","-8.019966781421390e-01","8.046842326465860e-01","1.595513111290710e+00"
"-83.20","33.00","2.070311505815030e+00","-8.257901690921630e-01","8.276099956675490e-01","1.585342607803790e+00"
